,model_number,sample_type,metric_type,score
718,89,validate,precision,0.6979591836734694
719,89,validate,recall,0.9868733733167364
720,90,train,accuracy,0.6969929579815105
721,90,train,precision,0.7141638225255973
722,90,train,recall,0.9333818181818182
723,90,train,f1_score,0.8091885416447742
724,90,validate,f1_score,0.8083644217553504
725,90,validate,accuracy,0.6959975081762966
726,90,validate,precision,0.7138274815778066
727,90,validate,recall,0.9317641733620007
728,91,train,accuracy,0.7000967860361113
729,91,train,precision,0.7081589584004007
730,91,train,recall,0.9599030303030303
731,91,train,f1_score,0.8150343748713514
732,91,validate,f1_score,0.815027793751198
733,91,validate,accuracy,0.6994237657685719
734,91,validate,precision,0.7068406616241376
735,91,validate,recall,0.9623175285730452
736,92,train,accuracy,0.7016653873110169
737,92,train,precision,0.7098326510091216
738,92,train,recall,0.9583515151515152
739,92,train,f1_score,0.8155804501660786
740,92,validate,f1_score,0.8149963950973322
741,92,validate,accuracy,0.7002803301666407
742,92,validate,precision,0.7083890374331551
743,92,validate,recall,0.9593753536267964
744,93,train,accuracy,0.701932383272703
745,93,train,precision,0.710097017606899
746,93,train,recall,0.9581575757575758
747,93,train,f1_score,0.8156846558662677
748,93,validate,f1_score,0.8148682438930565
749,93,validate,accuracy,0.7002024606759072
750,93,validate,precision,0.7085040555230371
751,93,validate,recall,0.9588095507525178
752,94,train,accuracy,0.701932383272703
753,94,train,precision,0.710097017606899
754,94,train,recall,0.9581575757575758
755,94,train,f1_score,0.8156846558662677
756,94,validate,f1_score,0.8148682438930565
757,94,validate,accuracy,0.7002024606759072
758,94,validate,precision,0.7085040555230371
759,94,validate,recall,0.9588095507525178
760,95,train,accuracy,0.701932383272703
761,95,train,precision,0.710097017606899
762,95,train,recall,0.9581575757575758
763,95,train,f1_score,0.8156846558662677
764,95,validate,f1_score,0.8148682438930565
765,95,validate,accuracy,0.7002024606759072
766,95,validate,precision,0.7085040555230371
767,95,validate,recall,0.9588095507525178
768,96,train,accuracy,0.701932383272703
769,96,train,precision,0.710097017606899
770,96,train,recall,0.9581575757575758
771,96,train,f1_score,0.8156846558662677
772,96,validate,f1_score,0.8148682438930565
773,96,validate,accuracy,0.7002024606759072
774,96,validate,precision,0.7085040555230371
775,96,validate,recall,0.9588095507525178
776,97,train,accuracy,0.701932383272703
777,97,train,precision,0.710097017606899
778,97,train,recall,0.9581575757575758
779,97,train,f1_score,0.8156846558662677
780,97,validate,f1_score,0.8148682438930565
781,97,validate,accuracy,0.7002024606759072
782,97,validate,precision,0.7085040555230371
783,97,validate,recall,0.9588095507525178
784,98,train,accuracy,0.7033341120715549
785,98,train,precision,0.702638303750259
786,98,train,recall,0.9865212121212121
787,98,train,f1_score,0.8207248452090435
788,98,validate,f1_score,0.8200884040252046
789,98,validate,accuracy,0.702071328453512
790,98,validate,precision,0.7015850028159949
791,98,validate,recall,0.9867602127418807
792,99,train,accuracy,0.7033341120715549
793,99,train,precision,0.702638303750259
794,99,train,recall,0.9865212121212121
795,99,train,f1_score,0.8207248452090435
796,99,validate,f1_score,0.8200884040252046
797,99,validate,accuracy,0.702071328453512
798,99,validate,precision,0.7015850028159949
799,99,validate,recall,0.9867602127418807
800,100,train,accuracy,0.701932383272703
801,100,train,precision,0.7080190693041127
802,100,train,recall,0.9648969696969697
803,100,train,f1_score,0.8167360925861327
804,100,validate,f1_score,0.8160611854684512
805,100,validate,accuracy,0.7003581996573742
806,100,validate,precision,0.7064470744020525
807,100,validate,recall,0.9659386669684282
808,101,train,accuracy,0.7029669926242366
809,101,train,precision,0.7083703572063267
810,101,train,recall,0.9663030303030303
811,101,train,f1_score,0.8174733388022971
812,101,validate,f1_score,0.8172176571756162
813,101,validate,accuracy,0.702071328453512
814,101,validate,precision,0.7071517155849525
815,101,validate,recall,0.9678623967409754
816,102,train,accuracy,0.7037012315188733
817,102,train,precision,0.7091329891401104
818,102,train,recall,0.9656242424242424
819,102,train,f1_score,0.8177376308766167
820,102,validate,f1_score,0.8167464114832534
821,102,validate,accuracy,0.7017598504905778
822,102,validate,precision,0.7075354389455359
823,102,validate,recall,0.9658255063935725
824,103,train,accuracy,0.7042018489470346
825,103,train,precision,0.7099907162750839
826,103,train,recall,0.9640727272727273
827,103,train,f1_score,0.8177499948592462
828,103,validate,f1_score,0.8163030448333733
829,103,validate,accuracy,0.7016819809998442
830,103,validate,precision,0.7082709269429189
831,103,validate,recall,0.963222813171891
832,104,train,accuracy,0.7042018489470346
833,104,train,precision,0.7099907162750839
834,104,train,recall,0.9640727272727273
835,104,train,f1_score,0.8177499948592462
836,104,validate,f1_score,0.8163030448333733
837,104,validate,accuracy,0.7016819809998442
838,104,validate,precision,0.7082709269429189
839,104,validate,recall,0.963222813171891
840,105,train,accuracy,0.7042685979374562
841,105,train,precision,0.7095923603192702
842,105,train,recall,0.9655272727272727
843,105,train,f1_score,0.8180081743309577
844,105,validate,f1_score,0.8165884493822432
845,105,validate,accuracy,0.7017598504905778
846,105,validate,precision,0.7078455790784558
847,105,validate,recall,0.964807061219871
848,106,train,accuracy,0.7042685979374562
849,106,train,precision,0.7095923603192702
850,106,train,recall,0.9655272727272727
851,106,train,f1_score,0.8180081743309577
852,106,validate,f1_score,0.8165884493822432
853,106,validate,accuracy,0.7017598504905778
854,106,validate,precision,0.7078455790784558
855,106,validate,recall,0.964807061219871
856,107,train,accuracy,0.7033341120715549
857,107,train,precision,0.702638303750259
858,107,train,recall,0.9865212121212121
859,107,train,f1_score,0.8207248452090435
860,107,validate,f1_score,0.8200884040252046
861,107,validate,accuracy,0.702071328453512
862,107,validate,precision,0.7015850028159949
863,107,validate,recall,0.9867602127418807
864,108,train,accuracy,0.7033341120715549
865,108,train,precision,0.702638303750259
866,108,train,recall,0.9865212121212121
867,108,train,f1_score,0.8207248452090435
868,108,validate,f1_score,0.8200884040252046
869,108,validate,accuracy,0.702071328453512
870,108,validate,precision,0.7015850028159949
871,108,validate,recall,0.9867602127418807
872,109,train,accuracy,0.7040016019757701
873,109,train,precision,0.7038424191982244
874,109,train,recall,0.9840484848484848
875,109,train,f1_score,0.8206870059238591
876,109,validate,f1_score,0.8197973132217772
877,109,validate,accuracy,0.7023049369257125
878,109,validate,precision,0.7025367587655518
879,109,validate,recall,0.9840443589453435
880,110,train,accuracy,0.7060374461836265
881,110,train,precision,0.7095881664360967
882,110,train,recall,0.9698909090909091
883,110,train,f1_score,0.8195673549655852
884,110,validate,f1_score,0.8182643167598033
885,110,validate,accuracy,0.703706587758916
886,110,validate,precision,0.7079338842975207
887,110,validate,recall,0.9693334842140998
888,111,train,accuracy,0.7071721790207923
889,111,train,precision,0.7111800135428917
890,111,train,recall,0.9675151515151516
891,111,train,f1_score,0.8197765179525102
892,111,validate,f1_score,0.8178246286535696
893,111,validate,accuracy,0.7039401962311167
894,111,validate,precision,0.7092163217817669
895,111,validate,recall,0.9657123458187168
896,112,train,accuracy,0.7072389280112138
897,112,train,precision,0.7106301311440452
898,112,train,recall,0.9694545454545455
899,112,train,f1_score,0.8201058201058201
900,112,validate,f1_score,0.817620892524035
901,112,validate,accuracy,0.7030836318330478
902,112,validate,precision,0.7081193040596521
903,112,validate,recall,0.9671834332918411
904,113,train,accuracy,0.7074391749824784
905,113,train,precision,0.7107816999040205
906,113,train,recall,0.9694545454545455
907,113,train,f1_score,0.8202067437853803
908,113,validate,f1_score,0.8177207922686824
909,113,validate,accuracy,0.7033172403052484
910,113,validate,precision,0.7083298798176544
911,113,validate,recall,0.9670702727169854
912,114,train,accuracy,0.7075726729633214
913,114,train,precision,0.7111229756184374
914,114,train,recall,0.9686787878787879
915,114,train,f1_score,0.8201559934318554
916,114,validate,f1_score,0.8176203016519032
917,114,validate,accuracy,0.703395109795982
918,114,validate,precision,0.7086653386454184
919,114,validate,recall,0.9661649881181397
920,115,train,accuracy,0.707639421953743
921,115,train,precision,0.7104395019687134
922,115,train,recall,0.9710545454545455
923,115,train,f1_score,0.8205506391347099
924,115,validate,f1_score,0.8183077731594286
925,115,validate,accuracy,0.7038623267403831
926,115,validate,precision,0.708119728791136
927,115,validate,recall,0.9691071630643884
928,116,train,accuracy,0.7033341120715549
929,116,train,precision,0.702638303750259
930,116,train,recall,0.9865212121212121
931,116,train,f1_score,0.8207248452090435
932,116,validate,f1_score,0.8200884040252046
933,116,validate,accuracy,0.702071328453512
934,116,validate,precision,0.7015850028159949
935,116,validate,recall,0.9867602127418807
936,117,train,accuracy,0.7033341120715549
937,117,train,precision,0.702638303750259
938,117,train,recall,0.9865212121212121
939,117,train,f1_score,0.8207248452090435
940,117,validate,f1_score,0.8200884040252046
941,117,validate,accuracy,0.702071328453512
942,117,validate,precision,0.7015850028159949
943,117,validate,recall,0.9867602127418807
944,118,train,accuracy,0.7033341120715549
945,118,train,precision,0.702638303750259
946,118,train,recall,0.9865212121212121
947,118,train,f1_score,0.8207248452090435
948,118,validate,f1_score,0.8200884040252046
949,118,validate,accuracy,0.702071328453512
950,118,validate,precision,0.7015850028159949
951,118,validate,recall,0.9867602127418807
952,119,train,accuracy,0.705403330774622
953,119,train,precision,0.709660221779926
954,119,train,recall,0.9680969696969697
955,119,train,f1_score,0.8189741801849838
956,119,validate,f1_score,0.817790530846485
957,119,validate,accuracy,0.7033172403052484
958,119,validate,precision,0.7081918330158204
959,119,validate,recall,0.9675229150164083
960,120,train,accuracy,0.706805059573474
961,120,train,precision,0.7112022832679272
962,120,train,recall,0.9665454545454546
963,120,train,f1_score,0.8194430171616484
964,120,validate,f1_score,0.8174671651807115
965,120,validate,accuracy,0.7034729792867155
966,120,validate,precision,0.7091060291060292
967,120,validate,recall,0.9649202217947267
968,121,train,accuracy,0.7072389280112138
969,121,train,precision,0.7110050913233881
970,121,train,recall,0.9682424242424242
971,121,train,f1_score,0.8199211693217276
972,121,validate,f1_score,0.8177726706884995
973,121,validate,accuracy,0.7036287182681825
974,121,validate,precision,0.7087725122416798
975,121,validate,recall,0.9663913092678511
976,122,train,accuracy,0.7085739078196442
977,122,train,precision,0.7112508437244662
978,122,train,recall,0.9707151515151515
979,122,train,f1_score,0.8209701890351417
980,122,validate,f1_score,0.8194072657743785
981,122,validate,accuracy,0.7058090640087213
982,122,validate,precision,0.7093437060332699
983,122,validate,recall,0.9698992870883784
984,123,train,accuracy,0.7089744017621733
985,123,train,precision,0.7113888987535069
986,123,train,recall,0.9712484848484848
987,123,train,f1_score,0.8212528697933749
988,123,validate,f1_score,0.8190676346962171
989,123,validate,accuracy,0.7050303691013861
990,123,validate,precision,0.7086536077361766
991,123,validate,recall,0.9702387688129456
992,124,train,accuracy,0.7089744017621733
993,124,train,precision,0.711253859530823
994,124,train,recall,0.9716848484848485
995,124,train,f1_score,0.8213187984099012
996,124,validate,f1_score,0.8191021967526266
997,124,validate,accuracy,0.7050303691013861
998,124,validate,precision,0.7085846484342725
999,124,validate,recall,0.970465089962657
1000,125,train,accuracy,0.7033341120715549
1001,125,train,precision,0.702638303750259
1002,125,train,recall,0.9865212121212121
1003,125,train,f1_score,0.8207248452090435
1004,125,validate,f1_score,0.8200884040252046
1005,125,validate,accuracy,0.702071328453512
1006,125,validate,precision,0.7015850028159949
1007,125,validate,recall,0.9867602127418807
1008,126,train,accuracy,0.7033341120715549
1009,126,train,precision,0.702638303750259
1010,126,train,recall,0.9865212121212121
1011,126,train,f1_score,0.8207248452090435
1012,126,validate,f1_score,0.8200884040252046
1013,126,validate,accuracy,0.702071328453512
1014,126,validate,precision,0.7015850028159949
1015,126,validate,recall,0.9867602127418807
1016,127,train,accuracy,0.7039682274805593
1017,127,train,precision,0.7039311613059922
1018,127,train,recall,0.983660606060606
1019,127,train,f1_score,0.8206123852283299
1020,127,validate,f1_score,0.8199396340313148
1021,127,validate,accuracy,0.7026942843793802
1022,127,validate,precision,0.7029190587854774
1023,127,validate,recall,0.9837048772207763
1024,128,train,accuracy,0.7056035777458866
1025,128,train,precision,0.7059747330215677
1026,128,train,recall,0.9808
1027,128,train,f1_score,0.8209988027354451
1028,128,validate,f1_score,0.8200227100681303
1029,128,validate,accuracy,0.7037844572496496
1030,128,validate,precision,0.7046101309049516
1031,128,validate,recall,0.9806495416996719
1032,129,train,accuracy,0.7072723025064246
1033,129,train,precision,0.7088442565186751
1034,129,train,recall,0.975369696969697
1035,129,train,f1_score,0.821018263442506
1036,129,validate,f1_score,0.8195098738995956
1037,129,validate,accuracy,0.7046410216477185
1038,129,validate,precision,0.7070947610445065
1039,129,validate,recall,0.9744257100826073
1040,130,train,accuracy,0.7080065414010613
1041,130,train,precision,0.7113468109339408
1042,130,train,recall,0.9690181818181818
1043,130,train,f1_score,0.8204265101291024
1044,130,validate,f1_score,0.8194477676221468
1045,130,validate,accuracy,0.706198411462389
1046,130,validate,precision,0.7099502487562189
1047,130,validate,recall,0.9688808419146769
1048,131,train,accuracy,0.7085405333244335
1049,131,train,precision,0.7113907849829352
1050,131,train,recall,0.9701818181818181
1051,131,train,f1_score,0.8208725616885115
1052,131,validate,f1_score,0.8191469013006887
1053,131,validate,accuracy,0.7054975860457873
1054,131,validate,precision,0.7093167701863354
1055,131,validate,recall,0.969220323639244
1056,132,train,accuracy,0.7089410272669626
1057,132,train,precision,0.7112586072265209
1058,132,train,recall,0.9715878787878788
1059,132,train,f1_score,0.8212873214615054
1060,132,validate,f1_score,0.8192022928110819
1061,132,validate,accuracy,0.7052639775735867
1062,132,validate,precision,0.7087948421226649
1063,132,validate,recall,0.9703519293878012
1064,133,train,accuracy,0.7089744017621733
1065,133,train,precision,0.7113888987535069
1066,133,train,recall,0.9712484848484848
1067,133,train,f1_score,0.8212528697933749
1068,133,validate,f1_score,0.8190676346962171
1069,133,validate,accuracy,0.7050303691013861
1070,133,validate,precision,0.7086536077361766
1071,133,validate,recall,0.9702387688129456
1072,134,train,accuracy,0.7033341120715549
1073,134,train,precision,0.702638303750259
1074,134,train,recall,0.9865212121212121
1075,134,train,f1_score,0.8207248452090435
1076,134,validate,f1_score,0.8200884040252046
1077,134,validate,accuracy,0.702071328453512
1078,134,validate,precision,0.7015850028159949
1079,134,validate,recall,0.9867602127418807
1080,135,train,accuracy,0.7033341120715549
1081,135,train,precision,0.702638303750259
1082,135,train,recall,0.9865212121212121
1083,135,train,f1_score,0.8207248452090435
1084,135,validate,f1_score,0.8200884040252046
1085,135,validate,accuracy,0.702071328453512
1086,135,validate,precision,0.7015850028159949
1087,135,validate,recall,0.9867602127418807
1088,136,train,accuracy,0.7038013550045056
1089,136,train,precision,0.7030623531038297
1090,136,train,recall,0.986230303030303
1091,136,train,f1_score,0.8209132917650382
1092,136,validate,f1_score,0.8201919458035378
1093,136,validate,accuracy,0.702382806416446
1094,136,validate,precision,0.7019083662130606
1095,136,validate,recall,0.9864207310173135
1096,137,train,accuracy,0.7049360878416714
1097,137,train,precision,0.7048678720445063
1098,137,train,recall,0.9828848484848485
1099,137,train,f1_score,0.8209780297661233
1100,137,validate,f1_score,0.8202899919709064
1101,137,validate,accuracy,0.703706587758916
1102,137,validate,precision,0.7039559014267186
1103,137,validate,recall,0.9826864320470748
1104,138,train,accuracy,0.7072723025064246
1105,138,train,precision,0.7076734407848634
1106,138,train,recall,0.9792484848484848
1107,138,train,f1_score,0.8216007322282112
1108,138,validate,f1_score,0.8206635071090046
1109,138,validate,accuracy,0.7053418470643202
1110,138,validate,precision,0.7060262578488135
1111,138,validate,recall,0.979744257100826
1112,139,train,accuracy,0.7094082701999133
1113,139,train,precision,0.7100014096419509
1114,139,train,recall,0.9768242424242424
1115,139,train,f1_score,0.8223097487806371
1116,139,validate,f1_score,0.8197173716515201
1117,139,validate,accuracy,0.7049524996106525
1118,139,validate,precision,0.7072249589490969
1119,139,validate,recall,0.9747651918071744
1120,140,train,accuracy,0.7112772419317158
1121,140,train,precision,0.7119892358898096
1122,140,train,recall,0.9749333333333333
1123,140,train,f1_score,0.8229684654265661
1124,140,validate,f1_score,0.819352991697681
1125,140,validate,accuracy,0.7051861080828531
1126,140,validate,precision,0.7083573962544345
1127,140,validate,recall,0.9715966957112142
1128,141,train,accuracy,0.7124787237593031
1129,141,train,precision,0.7140362132877103
1130,141,train,recall,0.9712969696969697
1131,141,train,f1_score,0.8230315728929151
1132,141,validate,f1_score,0.8186826347305389
1133,141,validate,accuracy,0.7052639775735867
1134,141,validate,precision,0.7098355208506396
1135,141,validate,recall,0.9669571121421296
1136,142,train,accuracy,0.7131128391683076
1137,142,train,precision,0.7158132692238688
1138,142,train,recall,0.9672242424242424
1139,142,train,f1_score,0.8227409576442447
1140,142,validate,f1_score,0.8173511589881696
1141,142,validate,accuracy,0.7042516741940508
1142,142,validate,precision,0.7107133896462323
1143,142,validate,recall,0.9616385651239109
1144,143,train,accuracy,0.7033341120715549
1145,143,train,precision,0.702638303750259
1146,143,train,recall,0.9865212121212121
1147,143,train,f1_score,0.8207248452090435
1148,143,validate,f1_score,0.8200884040252046
1149,143,validate,accuracy,0.702071328453512
1150,143,validate,precision,0.7015850028159949
1151,143,validate,recall,0.9867602127418807
1152,144,train,accuracy,0.7033341120715549
1153,144,train,precision,0.702638303750259
1154,144,train,recall,0.9865212121212121
1155,144,train,f1_score,0.8207248452090435
1156,144,validate,f1_score,0.8200884040252046
1157,144,validate,accuracy,0.702071328453512
1158,144,validate,precision,0.7015850028159949
1159,144,validate,recall,0.9867602127418807
1160,145,train,accuracy,0.7040016019757701
1161,145,train,precision,0.703362856352062
1162,145,train,recall,0.9856969696969697
1163,145,train,f1_score,0.8209331906559794
1164,145,validate,f1_score,0.820133722572747
1165,145,validate,accuracy,0.702538545397913
1166,145,validate,precision,0.7022820740262882
1167,145,validate,recall,0.9855154464184678
1168,146,train,accuracy,0.7050028368320929
1169,146,train,precision,0.7043484291559747
1170,146,train,recall,0.9848242424242424
1171,146,train,f1_score,0.8213007702727291
1172,146,validate,f1_score,0.8204620462046206
1173,146,validate,accuracy,0.7034729792867155
1174,146,validate,precision,0.7032247635981573
1175,146,validate,recall,0.984610161819622
1176,147,train,accuracy,0.7073390514968461
1177,147,train,precision,0.7075339588292956
1178,147,train,recall,0.9798787878787879
1179,147,train,f1_score,0.8217284352192563
1180,147,validate,f1_score,0.8198275045019429
1181,147,validate,accuracy,0.7039401962311167
1182,147,validate,precision,0.7052588666938443
1183,147,validate,recall,0.9788389725019803
1184,148,train,accuracy,0.7091412742382271
1185,148,train,precision,0.7090353833192923
1186,148,train,recall,0.9793454545454545
1187,148,train,f1_score,0.8225520737890171
1188,148,validate,f1_score,0.8197873148499809
1189,148,validate,accuracy,0.7044074131755178
1190,148,validate,precision,0.7061421444344483
1191,148,validate,recall,0.9770284033042888
1192,149,train,accuracy,0.711944731835931
1193,149,train,precision,0.7124636859632962
1194,149,train,recall,0.975030303030303
1195,149,train,f1_score,0.8233198910974187
1196,149,validate,f1_score,0.8194311891582363
1197,149,validate,accuracy,0.7053418470643202
1198,149,validate,precision,0.7084742965591221
1199,149,validate,recall,0.9715966957112142
1200,150,train,accuracy,0.7141474485198411
1201,150,train,precision,0.7150345909706868
1202,150,train,recall,0.972169696969697
1203,150,train,f1_score,0.8240080547393511
1204,150,validate,f1_score,0.8189172370877412
1205,150,validate,accuracy,0.7054197165550538
1206,150,validate,precision,0.7096399535423926
1207,150,validate,recall,0.9679755573158312
1208,151,train,accuracy,0.7152821813570069
1209,151,train,precision,0.717345985191575
1210,151,train,recall,0.9676606060606061
1211,151,train,f1_score,0.823910665263071
1212,151,validate,f1_score,0.8177486885798162
1213,151,validate,accuracy,0.7051082385921196
1214,151,validate,precision,0.7114386199966505
1215,151,validate,recall,0.9614122439741994
1216,152,train,accuracy,0.7033341120715549
1217,152,train,precision,0.702638303750259
1218,152,train,recall,0.9865212121212121
1219,152,train,f1_score,0.8207248452090435
1220,152,validate,f1_score,0.8200884040252046
1221,152,validate,accuracy,0.702071328453512
1222,152,validate,precision,0.7015850028159949
1223,152,validate,recall,0.9867602127418807
1224,153,train,accuracy,0.7033341120715549
1225,153,train,precision,0.702638303750259
1226,153,train,recall,0.9865212121212121
1227,153,train,f1_score,0.8207248452090435
1228,153,validate,f1_score,0.8200884040252046
1229,153,validate,accuracy,0.702071328453512
1230,153,validate,precision,0.7015850028159949
1231,153,validate,recall,0.9867602127418807
1232,154,train,accuracy,0.7038347294997164
1233,154,train,precision,0.70314282750752
1234,154,train,recall,0.9860363636363636
1235,154,train,f1_score,0.8209009445386293
1236,154,validate,f1_score,0.8202908098442426
1237,154,validate,accuracy,0.7026164148886467
1238,154,validate,precision,0.7021105203802159
1239,154,validate,recall,0.9863075704424579
1240,155,train,accuracy,0.7050362113273037
1241,155,train,precision,0.7043445095523734
1242,155,train,recall,0.9849212121212121
1243,155,train,f1_score,0.821331823879028
1244,155,validate,f1_score,0.820239554842969
1245,155,validate,accuracy,0.7031615013237813
1246,155,validate,precision,0.703128789716226
1247,155,validate,recall,0.9841575195201991
1248,156,train,accuracy,0.7063711911357341
1249,156,train,precision,0.7057656842618045
1250,156,train,recall,0.9834181818181819
1251,156,train,f1_score,0.8217729519487886
1252,156,validate,f1_score,0.8209152798789712
1253,156,validate,accuracy,0.7050303691013861
1254,156,validate,precision,0.7049939098660171
1255,156,validate,recall,0.9824601108973634
1256,157,train,accuracy,0.7118779828455095
1257,157,train,precision,0.712127644519918
1258,157,train,recall,0.9759515151515151
1259,157,train,f1_score,0.8234235339837598
1260,157,validate,f1_score,0.8217283479587943
1261,157,validate,accuracy,0.7089238436380626
1262,157,validate,precision,0.7101640425356525
1263,157,validate,recall,0.9748783523820301
1264,158,train,accuracy,0.7151486833761639
1265,158,train,precision,0.7154772937905468
1266,158,train,recall,0.9731878787878788
1267,158,train,f1_score,0.824667721193944
1268,158,validate,f1_score,0.8208125718666156
1269,158,validate,accuracy,0.7087681046565956
1270,158,validate,precision,0.7117573743248857
1271,158,validate,recall,0.9693334842140998
1272,159,train,accuracy,0.7183860094116077
1273,159,train,precision,0.7195618491694592
1274,159,train,recall,0.9682424242424242
1275,159,train,f1_score,0.8255818760593658
1276,159,validate,f1_score,0.8185763888888888
1277,159,validate,accuracy,0.7070549758604578
1278,159,validate,precision,0.713253214555845
1279,159,validate,recall,0.9603937988004979
1280,160,train,accuracy,0.720421853619464
1281,160,train,precision,0.7221899717001669
1282,160,train,recall,0.9650909090909091
1283,160,train,f1_score,0.8261564322327598
1284,160,validate,f1_score,0.8171741129773947
1285,160,validate,accuracy,0.7058869334994549
1286,160,validate,precision,0.7140077821011673
1287,160,validate,recall,0.9551884123571348
1288,161,train,accuracy,0.7033341120715549
1289,161,train,precision,0.702638303750259
1290,161,train,recall,0.9865212121212121
1291,161,train,f1_score,0.8207248452090435
1292,161,validate,f1_score,0.8200884040252046
1293,161,validate,accuracy,0.702071328453512
1294,161,validate,precision,0.7015850028159949
1295,161,validate,recall,0.9867602127418807
1296,162,train,accuracy,0.7033341120715549
1297,162,train,precision,0.702638303750259
1298,162,train,recall,0.9865212121212121
1299,162,train,f1_score,0.8207248452090435
1300,162,validate,f1_score,0.8200884040252046
1301,162,validate,accuracy,0.702071328453512
1302,162,validate,precision,0.7015850028159949
1303,162,validate,recall,0.9867602127418807
1304,163,train,accuracy,0.7043687214230885
1305,163,train,precision,0.7036024500813233
1306,163,train,recall,0.9857939393939394
1307,163,train,f1_score,0.8211300028270264
1308,163,validate,f1_score,0.8202882170104551
1309,163,validate,accuracy,0.7028500233608472
1310,163,validate,precision,0.7025086714527708
1311,163,validate,recall,0.9855154464184678
1312,164,train,accuracy,0.7058705737075727
1313,164,train,precision,0.7051549256634709
1314,164,train,recall,0.9842424242424243
1315,164,train,f1_score,0.8216461255135289
1316,164,validate,f1_score,0.8207186363850986
1317,164,validate,accuracy,0.7043295436847843
1318,164,validate,precision,0.7041808458920759
1319,164,validate,recall,0.9834785560710648
1320,165,train,accuracy,0.7076727964489538
1321,165,train,precision,0.7072446555819477
1322,165,train,recall,0.9816727272727273
1323,165,train,f1_score,0.8221631169674942
1324,165,validate,f1_score,0.8210157286336935
1325,165,validate,accuracy,0.7058090640087213
1326,165,validate,precision,0.7061364191997392
1327,165,validate,recall,0.9805363811248161
1328,166,train,accuracy,0.7114107399125589
1329,166,train,precision,0.7112373024830699
1330,166,train,recall,0.9776969696969697
1331,166,train,f1_score,0.8234477407762828
1332,166,validate,f1_score,0.8218694885361553
1333,166,validate,accuracy,0.7090017131287961
1334,166,validate,precision,0.7100148245758524
1335,166,validate,recall,0.9755573158311645
1336,167,train,accuracy,0.7166505356606482
1337,167,train,precision,0.7157640197717009
1338,167,train,recall,0.9759030303030303
1339,167,train,f1_score,0.8258318631272309
1340,167,validate,f1_score,0.8233379600823243
1341,167,validate,accuracy,0.7125837097025386
1342,167,validate,precision,0.713420703384207
1343,167,validate,recall,0.9732941043340501
1344,168,train,accuracy,0.7190201248206121
1345,168,train,precision,0.7188239512370025
1346,168,train,recall,0.9720242424242425
1347,168,train,f1_score,0.8264660414304854
1348,168,validate,f1_score,0.8218716937578148
1349,168,validate,accuracy,0.7115714063230026
1350,168,validate,precision,0.714644141507067
1351,168,validate,recall,0.9669571121421296
1352,169,train,accuracy,0.7223909488368988
1353,169,train,precision,0.7208484369952984
1354,169,train,recall,0.9738181818181818
1355,169,train,f1_score,0.8284524005939614
1356,169,validate,f1_score,0.8214697960754137
1357,169,validate,accuracy,0.7109484503971344
1358,169,validate,precision,0.7143454621497282
1359,169,validate,recall,0.9663913092678511
1360,170,train,accuracy,0.6981276908186763
1361,170,train,precision,0.6959523487207256
1362,170,train,recall,0.9970424242424243
1363,170,train,f1_score,0.8197237558049151
1364,170,validate,f1_score,0.8189422808811228
1365,170,validate,accuracy,0.6966204641021648
1366,170,validate,precision,0.694819020581973
1367,170,validate,recall,0.9970578250537513
1368,171,train,accuracy,0.7033341120715549
1369,171,train,precision,0.7027783537217499
1370,171,train,recall,0.9860363636363636
1371,171,train,f1_score,0.8206525028751286
1372,171,validate,f1_score,0.8199266158622636
1373,171,validate,accuracy,0.7019155894720448
1374,171,validate,precision,0.701634328959021
1375,171,validate,recall,0.9861944098676021
1376,172,train,accuracy,0.704168474451824
1377,172,train,precision,0.7033719522739063
1378,172,train,recall,0.9860848484848485
1379,172,train,f1_score,0.8210738796931771
1380,172,validate,f1_score,0.8202955850513037
1381,172,validate,accuracy,0.7026942843793802
1382,172,validate,precision,0.70223225078572
1383,172,validate,recall,0.9860812492927464
1384,173,train,accuracy,0.7061375696692588
1385,173,train,precision,0.7054508795105333
1386,173,train,recall,0.9839030303030303
1387,173,train,f1_score,0.8217286550181208
1388,173,validate,f1_score,0.8209124397846417
1389,173,validate,accuracy,0.704718891138452
1390,173,validate,precision,0.7044662397665559
1391,173,validate,recall,0.9834785560710648
1392,174,train,accuracy,0.7078396689250075
1393,174,train,precision,0.7068767209229375
1394,174,train,recall,0.9833212121212122
1395,174,train,f1_score,0.8224916862681483
1396,174,validate,f1_score,0.8213593151397625
1397,174,validate,accuracy,0.7058869334994549
1398,174,validate,precision,0.7055907687307005
1399,174,validate,recall,0.9825732714722191
1400,175,train,accuracy,0.7121116043119848
1401,175,train,precision,0.7118243123962857
1402,175,train,recall,0.9775030303030303
1403,175,train,f1_score,0.8237721663806489
1404,175,validate,f1_score,0.8219191148416635
1405,175,validate,accuracy,0.7092353216009968
1406,175,validate,precision,0.710328909405655
1407,175,validate,recall,0.9751046735317416
1408,176,train,accuracy,0.7163167907085405
1409,176,train,precision,0.7155095801784508
1410,176,train,recall,0.9759030303030303
1411,176,train,f1_score,0.8256624825662483
1412,176,validate,f1_score,0.8236757739604766
1413,176,validate,accuracy,0.7130509266469397
1414,176,validate,precision,0.7135632565080418
1415,176,validate,recall,0.9739730677831844
1416,177,train,accuracy,0.7202216066481995
1417,177,train,precision,0.7184355149525373
